153393	give	88824
153360	days	70970
152510	asked	68908
152465	fact	68288
152288	less	99473
151288	however	63531
151261	number	64542
150915	course	73780
150819	woman	41965
150778	important	63987
150271	political	37628
148821	set	108247
148820	later	75749
148186	times	72624
147365	hand	53508
146781	often	66807
146745	doing	64256
146357	young	59016
146159	face	62239
144830	second	79180
144460	among	64082
144329	york	52243
143752	yet	69934
143088	far	96670
142115	ever	66242
141865	father	36936
141858	feel	81236
140931	keep	84892
140617	social	33354
140074	week	62157
140036	business	51579
138155	past	89187
137651	call	81905
137339	sure	69187
137021	company	40516
136881	love	67086
136162	talk	75728
135720	john	46890
135253	power	48119
134008	least	78833
133366	almost	66532
133214	eyes	35690
133154	information	44436
133069	program	45190
132806	question	57243
132348	nothing	57158
132237	done	63244
132175	five	67519
131387	wanted	62329
131288	health	33672
130970	ago	68504
130703	side	56146
130616	real	62097
130301	anything	60838
129807	become	91510
129424	early	75937
129095	several	65368
128714	believe	70838
128326	study	40895
128061	care	54520
127545	city	41826
127429	whether	66238
127293	within	60247
126536	problem	55175
126169	research	39188
126008	knew	44349
125953	change	75029
125345	war	33116
125096	together	60037
125053	others	67862
125031	story	48341
124167	looked	46417
123865	hard	76441
123643	trying	59672
123242	qwq	8030
122730	along	80934
121840	making	69536
120938	across	58879
120556	already	61924
120521	looking	56523
120350	education	28296
119972	large	57098
119206	open	71161
118557	having	62273
118550	child	34320
118310	support	66203
117567	behind	60326
117121	getting	60127
117005	seen	57849
116785	job	50267
116654	morning	46063
116230	history	48672
115938	saw	48049
115249	top	72393
115069	although	53661
114872	play	64506
114777	including	66218
114381	example	60692
113887	maybe	44226
113770	himself	43266
113552	human	42323
113457	america	46586
112908	washington	44231
112562	community	37186
112417	news	44445
112052	name	54390
111341	yeah	24226
111254	actually	53296
110559	law	35039
110387	toward	45902
110271	team	34728
109868	air	42117
109781	area	48207
109047	oh	34048
108767	everything	53842
108764	book	37739
108653	am	46612
108640	coming	57226
108370	door	30624
108285	control	54454
108276	body	38475
108237	working	61461
107986	able	59337
107773	music	24363
107095	line	55335
107063	office	45496
106941	began	51812
106268	rather	71391
105759	bill	40002
105619	live	67464
105560	months	54758
105078	person	47988
104289	felt	46845
104191	probably	54576
104163	turned	55167
104161	parents	32527
104160	light	53294
104066	process	45873
104013	saying	48185
103972	try	67489
103786	whole	59688
103714	run	72296
103657	car	30639
102762	game	31554
102752	bush	24118
102524	given	61545
101662	minutes	39101
100967	makes	56459
100622	problems	45196
100239	sense	51403
100205	kids	32780
100013	someone	46732
99946	half	63071
98958	using	48154
98593	front	58409
98437	military	27376
98149	food	34954
98112	local	43242
98030	start	69396
97600	started	56247
96853	members	40857
95898	heard	53120
95797	age	43950
95592	ask	54822
95501	major	51253
95301	former	46934
95039	six	54161
94829	close	67123
94662	moment	39454
94543	south	41586
94241	cut	57585
94124	order	56332
94098	turn	67000
93833	economic	26738
93478	talking	43400
92921	either	62153
92009	else	47830
91988	idea	48286
91835	experience	48955
91702	issue	44710
91651	hands	38066
91556	free	46275
91431	police	24741
91004	mind	51200
90698	market	35504
90687	lost	61407
90670	future	53565
90477	perhaps	46448
90328	hours	45337
90266	bad	46742
90204	party	30043
89830	art	23839
89707	north	39753
89484	thank	35036
89399	college	33719
89365	outside	62897
89340	words	41411
89092	service	37304
88978	themselves	48068
88846	possible	49358
88520	sometimes	47847
88377	taking	53061
88206	according	46742
87702	understand	52796
87343	level	43319
87271	development	29948
87266	general	49886
87103	death	35101
86766	living	56019
86674	means	57268
86660	comes	50685
86645	hear	47239
86571	move	59799
86434	federal	29219
86318	dr	20266
86302	taken	50314
85652	international	31759
85599	finally	46449
85598	matter	57367
85537	inside	52188
85191	known	52757
84857	friends	41176
84702	read	58088
84455	groups	31999
83909	voice	29860
83896	pay	51118
83768	policy	26825
83587	clinton	16552
83435	late	54634
83383	plan	42255
83016	became	44405
82908	feet	32918
82717	true	45434
82594	full	49457
82585	seems	46128
81519	clear	52337
81202	gave	43834
81149	data	20795
80593	instead	58848
80544	happened	46274
80301	seemed	36033
80159	especially	48054
80077	wife	33208
79494	heart	36843
79460	deal	52366
79351	remember	47011
79071	special	41789
78978	red	37924
78892	looks	34741
78480	issues	34656
78407	everyone	43317
78079	stop	51370
78038	questions	38067
77943	whose	46295
77915	likely	44982
77716	role	36432
77639	west	36821
77540	reason	47009
77141	leave	50202
77024	oil	19404
77018	season	26044
77013	based	41723
76815	bring	52086
76744	gone	40223
76331	view	44656
76236	building	40189
75860	field	35797
75774	interest	41199
75580	society	30235
75536	held	46929
75512	david	29162
75451	report	39432
75356	needs	46401
75348	programs	25423
75279	court	22170
75211	results	35075
74715	above	46249
74564	companies	23780
74550	figure	36834
74537	bit	51628
74467	force	38346
74307	itself	40281
74261	director	38522
74215	town	32309
74091	middle	42535
74008	form	44993
73933	hope	50801
73920	recent	45394
73892	guy	29508
73490	center	38641
73060	lives	46523
72959	soon	48062
72913	space	28964
72842	sort	43067
72835	provide	45217
72765	quite	45558
72287	road	32639
71986	san	25497
71835	americans	30008
71758	california	30481
71683	studies	25351
71495	tried	43796
71486	third	41405
71303	personal	37091
71288	ground	36054
71245	word	36103
71143	certain	41330
70946	son	29198
70885	student	21202
70769	class	27809
70730	land	30448
70701	hair	23669
70682	stay	47950
70431	near	45558
70365	schools	21003
70351	needed	47743
70159	weeks	41541
70143	ways	41836
70019	wrong	40756
69887	table	27560
69707	wo	39613
69567	simply	41873
69539	george	26094
69251	brought	48541
69243	phone	27354
69123	strong	41366
68906	iraq	12163
68891	hit	48270
68711	longer	50422
68654	security	23995
68552	thinking	40995
68465	couple	38156
68351	current	39803
68227	low	36903
68168	evidence	28436
68144	officials	28001
68138	worked	48127
68049	teachers	12738
68034	al	17176
67965	nearly	42199
67816	goes	40623
67794	break	39900
67757	per	29439
67724	takes	39954
67714	attention	39742
67459	rights	23877
67406	services	25338
67294	rest	44661
67082	girl	22547
67036	running	43472
66986	boy	24091
66690	difficult	40899
66635	short	45000
66595	pretty	40717
66429	terms	41727
66116	higher	32484
65916	available	35705
65911	nation	32558
65840	energy	22956
65726	congress	21536
65568	friend	32319
65388	ok	23085
65354	month	39940
65169	green	33467
64805	hold	46898
64746	single	39306
64612	cost	39695
64569	seem	47363
64528	industry	25090
64424	sound	36163
63756	position	34412
63556	administration	25059
63485	answer	42117
63369	areas	29634
63241	private	32139
63216	summer	33316
63210	common	36991
63190	individual	33371
63184	works	39971
63047	following	43969
63041	result	41441
63037	dead	29993
62996	alone	43163
62899	myself	28744
62694	medical	22601
62567	relationship	26100
62401	test	30987
62329	east	29630
62229	certainly	35424
62176	meet	42057
61762	significant	26620
61661	dark	31926
61527	involved	44515
61449	fall	45313
61378	campaign	22539
61340	cases	27762
61273	action	30680
61243	billion	20710
61049	wall	27872
61036	anyone	37557
61012	model	23777
60960	similar	38247
60903	present	39452
60789	moved	40617
60777	nature	29039
60621	fire	26887
60584	paper	27513
60477	points	33880
60206	effect	32269
60197	technology	21021
60190	situation	32611
60128	foreign	22286
59986	include	40541
59911	further	41349
59871	easy	40700
59662	defense	22605
59610	countries	20013
59511	return	42646
59509	begin	39742
59493	tax	16945
59447	upon	29485
59426	wants	35197
59304	lead	42082
59073	quickly	36778
59041	michael	24580
59031	floor	25207
58953	record	32850
58948	miles	27623
58928	thus	23023
58701	board	28343
58626	blood	21147
58558	watch	39489
58548	beyond	38414
58507	workers	19504
58503	recently	41105
58493	economy	20565
58382	gets	35230
58305	husband	23981
58213	continue	42192
58171	spent	43296
58076	particular	36183
57981	culture	21512
57971	street	27461
57969	natural	27952
57969	key	37779
57845	price	26333
57794	project	26000
57564	earlier	41264
57203	changes	31126
57137	happen	37893
57132	decision	28545
57100	period	30348
57075	century	26277
57032	series	30545
56970	kept	37039
56840	baby	20433
56571	reported	31413
56494	buy	36421
56440	risk	26404
56181	stand	40130
56164	total	32979
56114	learning	23231
56081	training	24604
56057	church	15246
55996	st	21822
55948	led	40097
55693	bed	20522
55589	usually	35763
55583	exactly	33436
55560	hour	31377
55535	performance	20947
55324	ready	34949
55189	herself	20693
55147	died	31404
55012	learn	36671
54901	beginning	40822
54874	central	27863
54859	chance	35224
54774	physical	21540
54731	seven	35267
54726	media	23196
54712	practice	26080
54631	ahead	34418
54528	shows	36241
54481	drug	15417
54475	site	24177
54466	population	21883
54464	met	37797
54385	staff	27416
54375	forward	31173
54359	books	25044
54316	families	24614
54275	teacher	16036
54102	robert	24906
53961	trade	22428
53943	reading	29067
53819	approach	30408
53792	despite	35115
53698	everybody	28453
53555	shot	32525
53512	playing	31127
53497	computer	19195
53455	average	32906
53413	eight	34975
53403	film	15948
53389	environmental	12599
53374	rate	24151
53309	cold	29366
52979	deep	35315
52961	decided	38473
52904	growth	20366
52891	cause	36281
52846	feeling	35364
52816	blue	26435
52631	texas	20033
52614	financial	23261
52593	hot	27948
52592	knowledge	21184
52521	lower	31726
52500	whatever	32609
52415	step	35590
52407	serious	33212
52407	particularly	32817
52349	patients	10213
52297	wrote	27922
52169	fine	30528
52162	language	20311
52160	expected	37975
52132	behavior	19080
52086	calls	35487
52065	knows	31587
52015	meeting	32087
51963	sat	22231
51918	systems	19794
51788	daughter	22244
51736	increase	33557
51634	focus	37069
51625	final	32794
51593	forces	21859
51329	ms	10785
51225	tv	23601
51175	poor	27407
51153	add	27879
51131	race	21953
50966	games	18033
50951	tonight	17313
50878	growing	37462
50831	drive	33483
50724	played	34507
50675	act	34688
50532	win	30268
50471	value	25026
50457	potential	33353
50371	arms	21782
50345	television	24248
50326	list	29914
50325	leaders	22801
50217	players	15712
50046	considered	35631
50039	happy	28878
50009	won	31414
49997	cup	12255
49942	guys	24043
49829	chief	29660
49791	moving	32495
49698	mark	28680
49665	wait	32822
49583	walk	34608
49571	changed	37460
49563	below	35461
49431	girls	16580
49384	democratic	16919
49308	create	35124
49306	main	30588
49205	movie	18131
49170	share	35095
49158	success	28819
49044	learned	36149
48978	treatment	17606
48970	response	29282
48853	guess	30849
48807	killed	29043
48707	hospital	17799
48547	various	28376
48349	effort	30561
48275	writing	27221
48242	religious	14556
48219	offer	36832
48167	sex	15293
48116	difference	28849
48100	simple	31747
48065	author	28729
48049	window	18884
47973	bank	19289
47956	ones	32388
47943	indeed	27607
47908	career	25324
47813	stood	21483
47804	republican	17605
47741	clearly	29814
47695	levels	20841
47692	stories	24637
47674	analysis	17316
47663	picture	27212
47563	subject	28002
47290	cultural	15003
47274	quality	24289
47198	costs	24297
47193	press	25768
47175	design	20772
47175	ability	27215
47127	james	21997
47067	paul	19300
47030	management	18605
46964	older	24768
46899	member	27290
46864	greater	26458
46827	legal	20880
46767	size	26368
46708	sent	33489
46526	nice	26217
46488	king	10391
46409	jobs	21572
46381	science	16897
46333	movement	21530
46179	cover	31313
46172	choice	28055
46086	commercial	20404
46081	entire	31573
46052	fish	15417
45812	range	27883
45803	type	26219
45803	sitting	27319
45778	watching	26643
45771	plans	30379
45754	heat	19185
45714	chicago	19351
45659	pressure	24861
45575	star	22412
45463	traditional	23098
45432	onto	24679
45359	boys	17075
45248	waiting	27810
45232	judge	20541
45153	thanks	27697
45124	fear	29821
45089	activities	19038
44981	received	32434
44959	unidentified	8662
44954	standing	27896
44846	truth	23018
44837	huge	29610
44801	suddenly	22509
44794	mrs	9857
44752	addition	31787
44736	fight	30665
44663	brother	18706
44622	environment	21484
44618	image	20304
44578	tom	16893
44470	stuff	26446
44421	giving	31518
44412	resources	20255
44321	numbers	26536
44298	helped	35046
44230	speak	30037
44209	specific	23003
44177	eye	24823
44167	popular	26572
44161	color	20728
44157	consider	33681
44138	passed	31743
44127	teaching	18177
44118	peace	18061
44115	built	30572
44078	created	33211
43882	vote	21861
43857	yourself	24310
43737	radio	19745
43712	politics	19306
43692	places	29258
43650	article	21633
43443	throughout	29458
43442	opened	27910
43403	disease	14456
43398	piece	26240
43378	somebody	22338
43354	written	28626
43330	included	29640
43329	events	23321
43252	smith	14367
43170	sexual	11123
43061	followed	31404
42994	added	31915
42797	reports	28960
42790	amount	27725
42678	showed	27354
42635	developed	29615
42625	et	8116
42588	box	21770
42527	necessary	26497
42510	lived	29567
42460	ten	22441
42400	opportunity	27927
42362	video	15706
42335	efforts	24916
42327	allow	32541
42296	walked	20989
42279	doctor	16030
42221	continued	27566
42183	stopped	27541
42169	sign	28907
42166	worth	30809
42166	professor	23414
42086	glass	17766
42017	english	22180
42004	lines	25162
41989	understanding	25214
41972	beautiful	22894
41965	impact	23709
41961	organization	21946
41903	sit	29307
41846	search	26118
41801	europe	17722
41745	section	22687
41672	paid	30754
41624	effects	17883
41569	ran	24341
41566	access	23124
41411	allowed	31222
41399	positive	20351
41308	write	26545
41264	region	17672
41217	visit	29966
41198	male	17558
41142	march	24721
41086	university	16596
41085	store	21954
41078	department	19744
41068	stock	14691
41011	provided	29824
41001	coach	15301
40981	married	24923
40949	skills	16127
40905	turns	21341
40896	conditions	20765
40876	production	17211
40834	spring	24705
40816	raised	30788
40790	note	25840
40756	skin	17087
40719	rock	18958
40652	attack	24146
40624	jack	12530
40558	pain	17277
40529	scene	20120
40519	violence	14842
40486	products	16972
40468	page	21225
40414	reached	27478
40411	loss	22472
40385	please	22144
40374	check	29383
40301	except	32568
40292	weight	18139
40239	french	19681
40227	pass	28091
40209	leader	22322
40111	eat	24030
40082	florida	15946
40055	june	22175
40030	modern	20290
40027	spend	30839
40016	senate	12831
39926	required	26949
39887	female	17553
39864	jim	15419
39816	senior	23464
39812	evening	22622
39693	interesting	24536
39662	professional	21451
39573	whom	26444
39551	reach	31394
39493	western	19033
39490	francisco	15447
39456	stage	21067
39448	expect	30935
39400	civil	17698
39393	standard	23867
39379	named	29390
39334	rules	21344
39283	agree	27649
39274	lack	27046
39245	fat	14792
39227	increased	26289
39219	sunday	22179
39185	kitchen	15432
39184	cancer	10688
39087	rates	15736
39065	build	28135
39055	caught	27120
39013	parts	25012
38896	designed	25688
38867	absolutely	22263
38824	global	14575
38805	daily	26089
38784	talked	27270
38715	individuals	17383
38696	nor	23896
38619	source	23548
38588	sea	16930
38578	differences	15162
38564	values	16409
38560	mouth	17055
38485	sports	16146
38482	wide	26026
38457	base	22323
38396	fast	27359
38393	pick	28889
38350	seeing	26579
38342	executive	22492
38263	richard	19234
38236	born	24065
38213	capital	18490
38165	arm	16605
38115	trouble	25565
38070	complete	29174
38032	fun	26779
38013	pulled	22417
38008	sister	15782
38001	conference	18079
38001	budget	15665
37941	participants	8596
37933	ball	16103
37878	majority	21275
37852	firm	21471
37845	message	21369
37754	theory	14740
37730	holding	23856
37728	thousands	25556
37711	dollars	21795
37663	fresh	19702
37600	straight	25350
37597	democrats	10919
37594	bottom	26078
37585	israel	7537
37570	address	26056
37475	agency	17167
37430	serve	25833
37430	effective	20338
37419	critical	21277
37406	species	8617
37322	african	10036
37318	sleep	21155
37278	crime	14977
37278	beat	22728
37249	soviet	8353
37242	therefore	19520
37198	activity	17838
37183	trees	15380
37141	atlanta	12421
37069	peter	13331
37061	telling	24744
37030	southern	19915
37010	none	25777
37010	follow	28808
37007	leaving	25736
36999	successful	24600
36946	larger	23960
36914	gas	13950
36865	meant	25943
36840	reasons	25594
36833	remains	26312
36809	prices	14320
36726	plant	14820
36700	concerned	25431
36665	original	22650
36649	okay	14169
36647	british	15501
36596	camera	13147
36564	july	18913
36535	ideas	20146
36507	nations	13904
36498	heavy	22872
36497	related	21932
36476	trial	13070
36443	drugs	12789
36391	election	14026
36390	closed	25419
36373	chinese	10293
36358	basic	22302
36345	insurance	12196
36334	gives	25940
36313	sales	16803
36290	dinner	18198
36265	nuclear	8638
36256	johnson	12612
36237	perfect	24483
36236	due	25048
36222	material	18883
36208	leading	28502
36199	lose	27574
36166	mass	20848
36123	labor	15131
36119	eventually	26231
36104	wind	17632
36104	dog	12862
36052	station	16903
36004	letter	16845
35938	safety	17818
35923	surface	16710
35919	goal	21524
35838	sorry	16819
35827	concern	23961
35819	nobody	21035
35812	rich	22416
35790	benefits	17376
35753	offered	27600
35750	starting	27196
35732	event	20953
35699	mike	14353
35680	fell	22045
35651	thomas	15719
35649	listen	24491
35647	reality	20520
35533	marriage	13683
35523	stars	15257
35507	directly	23975
35473	die	22025
35371	debate	19129
35340	send	26489
35322	term	21184
35319	limited	26089
35273	sun	16710
35258	immediately	24939
35232	official	22791
35204	steps	20729
35159	player	15625
35153	hundred	19145
35150	associated	19224
35107	safe	22332
35101	status	18798
35059	mary	12221
35051	influence	22078
35030	returned	25631
35023	cars	15765
35003	christian	14365
34985	respect	24688
34912	challenge	25408
34898	described	24723
34817	save	25412
34804	european	15475
34803	kill	20165
34802	remain	27922
34791	minute	21515
34791	character	17713
34789	los	18687
34742	standards	16263
34732	nine	24045
34637	credit	17231
34624	powerful	23336
34617	supposed	23281
34613	slowly	18572
34604	chair	15287
34583	william	17579
34513	hotel	14367
34493	develop	23719
34460	generally	22431
34453	arts	10858
34317	independent	19687
34304	style	19183
34294	trip	19821
34272	collection	15834
34267	republicans	10327
34233	sam	7726
34233	gold	16521
34229	completely	24196
34222	april	19290
34196	edge	19722
34155	senator	10881
34146	internet	13625
34126	appear	26693
34120	troops	11549
34042	walking	21744
34030	brown	16062
33939	appeared	23096
33925	weapons	11730
33917	officer	15253
33823	spending	21088
33785	track	22586
33777	plants	11282
33739	tough	23000
33727	charles	15684
33655	freedom	16346
33617	kid	16504
33605	complex	22103
33602	larry	8293
33568	leaves	20562
33565	factors	13912
33562	mexico	11876
33539	degree	19578
33500	africa	10073
33450	joe	12485
33437	homes	17201
33424	contact	21211
33399	manager	17969
33398	network	16183
33384	attorney	14067
33370	happens	23582
33323	ice	13478
33288	explain	24100
33269	continues	23936
33248	account	21821
33222	sell	23029
33217	product	16991
33196	clean	22760
33174	primary	19122
33160	notes	21568
33131	easily	24618
33123	protect	22941
33036	angeles	17746
32922	runs	21100
32914	tree	13915
32900	served	24534
32896	employees	13406
32894	shown	20777
32869	sold	23238
32866	gun	11079
32853	asking	23384
32851	sky	14328
32779	obviously	21038
32777	watched	19778
32754	interview	18641
32748	committee	13353
32738	travel	21486
32622	patient	12446
32608	normal	19462
32596	bar	15170
32580	reform	13166
32573	income	13146
32560	p	11654
32513	magazine	17859
32495	finding	24143
32463	afternoon	19670
32420	winter	17586
32408	seat	16049
32396	agreement	14695
32390	hurt	25415
32353	produce	23466
32348	speech	14648
32325	relations	14308
32321	cool	21414
32306	previous	21164
32290	friday	16876
32227	grew	22192
32227	charge	24195
32170	favorite	23861
32121	spoke	19611
32117	loved	20995
32070	compared	21497
32058	agreed	23987
32004	audience	15605
31996	structure	16476
31991	appears	21271
31969	direct	21319
31907	avoid	24644
31873	imagine	23742
31840	neither	24690
31808	review	19233
31808	planning	20460
31787	property	14569
31767	tomorrow	17045
31749	presence	19477
31724	quick	22309
31717	leadership	14876
31716	direction	20929
31689	calling	22696
31674	welcome	23162
31644	crisis	15545
31634	includes	22108
31591	garden	11838
31549	largest	21489
31533	basis	19951
31526	grow	23686
31522	justice	13526
31428	touch	23795
31413	park	13359
31376	smile	17139
31369	georgia	10941
31365	sources	16970
31350	ii	16797
31346	biggest	23200
31327	images	13800
31311	published	21956
31289	interested	22300
31271	mission	15242
31259	willing	22608
31215	memory	15493
31184	discussion	18837
31172	additional	20171
31119	authority	15481
31110	putting	23664
31107	worse	22894
31098	hearing	19869
31079	round	21271
31060	doctors	12453
31049	believed	22186
30955	items	12642
30939	sounds	21234
30935	strategy	16147
30905	rule	18529
30903	investment	13097
30881	measure	20253
30836	native	13856
30813	highly	20979
30743	turning	22589
30717	fund	13194
30633	suggest	22229
30624	becomes	20911
30602	secret	20206
30595	bought	21934
30591	offers	22734
30572	houston	10158
30548	fit	24167
30539	forms	17915
30500	dream	18702
30498	saturday	16093
30434	text	11459
30418	filled	22632
30406	instance	20409
30401	indian	9001
30398	overall	21140
30371	corner	17978
30367	chairman	16184
30349	animals	12082
30347	laws	14828
30333	responsibility	18234
30327	vision	15237
30327	lay	20120
30320	exercise	15742
30305	artist	10948
30293	decades	21598
30290	warm	19280
30277	trust	20100
30272	tiny	18789
30248	opening	22849
30246	forced	24232
30237	variety	20069
30223	provides	18978
30219	september	17918
30218	academic	10171
30216	soldiers	11142
30214	brain	11483
30200	teams	12538
30141	covered	22457
30118	rise	22839
30104	meaning	19111
30094	names	19282
30035	annual	18663
30031	weekend	19024
30027	j	13254
29979	anybody	18788
29946	task	16350
29926	japanese	10539
29892	scientists	11374
29873	materials	13418
29872	researchers	11649
29851	fighting	20575
29837	wonder	23961
29832	legs	14411
29804	wish	22400
29803	salt	9274
29791	vice	17983
29782	records	15865
29729	raise	22968
29727	funds	12415
29727	features	18093
29722	camp	13256
29605	battle	18290
29604	failed	23635
29602	scale	13905
29596	faith	13368
29585	distance	16649
29563	produced	21902
29547	foot	16438
29545	christmas	11127
29540	speed	16926
29530	anyway	17939
29528	mostly	21980
29507	suggested	22315
29507	reduce	19390
29431	stone	13850
29428	statement	17507
29410	sides	19497
29386	carry	23090
29345	decisions	16746
29344	wearing	17264
29283	date	19438
29282	pieces	17369
29271	japan	9424
29245	doubt	23695
29241	forest	10124
29234	closer	21519
29217	realized	20350
29200	baseball	10350
29175	concerns	20032
29174	secretary	14035
29170	coffee	12611
29163	frank	11753
29158	unless	21856
29083	experts	18080
29066	equipment	15672
29053	hundreds	21781
29027	purpose	18518
29004	hey	14598
28954	survey	13029
28953	governor	11179
28950	army	11357
28947	slow	21920
28944	setting	21717
28892	models	12357
28873	spread	23430
28858	windows	13586
28840	interests	15150
28838	arrived	21900
28819	investigation	13302
28808	screen	14082
28808	afraid	17208
28758	speaking	20781
28753	responsible	19614
28744	policies	12667
28738	hell	13563
28723	shape	20128
28656	dropped	22091
28612	appropriate	17848
28608	worry	21812
28604	version	18443
28587	song	11169
28528	regular	19692
28525	finished	21425
28524	historical	11953
28506	wonderful	17977
28493	protection	15521
28476	generation	16509
28469	require	21659
28450	negative	14459
28440	moral	11221
28423	dry	17573
28394	jones	10669
28351	institutions	11369
28318	driving	19905
28317	pull	21239
28315	wild	15700
28293	intelligence	10786
28275	jackson	9676
28267	prison	10877
28263	lee	10730
28248	organizations	13347
28247	communities	12681
28236	clothes	15103
28230	parties	14174
28204	colorado	10455
28197	established	21352
28195	pictures	15720
28187	identity	10480
28183	fair	18738
28150	village	11740
28140	bag	12914
28129	keeping	21871
28088	slightly	18733
28083	conflict	13458
28067	competition	14808
28020	cook	13910
27977	choose	21621
27976	dance	14038
27949	suggests	17626
27897	machine	14654
27891	painting	8655
27869	noted	19247
27868	measures	13517
27861	smaller	19348
27833	citizens	15336
27812	threat	15723
27808	guard	14670
27800	picked	20141
27736	cnn	7308
27716	apartment	11589
27712	officers	11065
27705	apparently	19095
27705	active	17189
27656	claims	17550
27626	na	7683
27610	wood	12984
27599	taxes	10775
27597	quiet	17983
27593	younger	17458
27576	twice	21188
27560	residents	12585
27556	latest	20905
27516	factor	14964
27514	river	10358
27512	placed	20104
27507	catch	19753
27495	shoulder	13902
27486	january	17795
27485	relatively	18433
27469	crowd	14910
27451	claim	20169
27426	progress	17676
27402	obama	4540
27388	attempt	21299
27378	construction	14537
27372	virginia	12366
27368	spot	19337
27341	prepared	20852
27339	ended	22787
27337	projects	14624
27328	spirit	14477
27295	card	11962
27238	neighborhood	14469
27227	walls	15167
27215	balance	18885
27206	snow	10685
27204	murder	11420
27165	letters	14392
27125	begins	17836
27120	realize	22383
27099	literature	11309
27093	developing	18093
27092	yesterday	14496
27050	host	19651
27049	benefit	20617
27044	c	11863
27041	williams	9837
27028	tests	12640
26992	northern	14489
26959	separate	21009
26951	cities	15067
26945	educational	10637
26917	martin	12222
26915	caused	21103
26914	forget	21028
26897	determine	18254
26896	g	6855
26866	discovered	21220
26848	opinion	16450
26835	joined	21204
26833	stands	16968
26794	details	18783
26758	tour	13949
26744	conversation	16583
26743	district	11730
26742	soft	15923
26731	uses	19119
